channel_id,user_id
ch_65,user_470
ch_65,user_481
ch_65,user_471
ch_65,user_511
ch_65,user_496
ch_65,user_514
ch_66,user_455
ch_66,user_511
ch_66,user_507
ch_66,user_499
ch_66,user_458
ch_66,user_453
ch_66,user_516
ch_66,user_457
ch_66,user_503
ch_66,user_509
ch_66,user_497
ch_66,user_496
ch_66,user_517
ch_66,user_466
ch_66,user_473
ch_66,user_461
ch_66,user_492
ch_66,user_494
ch_66,user_500
ch_67,user_462
ch_67,user_453
ch_67,user_495
ch_67,user_509
ch_67,user_473
ch_67,user_494
ch_67,user_484
ch_67,user_465
ch_67,user_475
ch_68,user_2494
ch_68,user_3138
ch_68,user_5730
ch_68,user_5444
ch_68,user_1394
ch_68,user_4787
ch_68,user_390
ch_68,user_2766
ch_68,user_741
ch_68,user_855
ch_68,user_1367
ch_68,user_4042
ch_68,user_1096
ch_68,user_4877
ch_68,user_3055
ch_69,user_518
ch_69,user_526
ch_69,user_545
ch_69,user_542
ch_69,user_523
ch_69,user_531
ch_69,user_552
ch_69,user_521
ch_69,user_522
ch_69,user_519
ch_69,user_556
ch_69,user_553
ch_69,user_530
ch_69,user_541
ch_69,user_538
ch_69,user_534
ch_69,user_529
ch_69,user_535
ch_69,user_548
ch_69,user_546
ch_70,user_547
ch_70,user_523
ch_70,user_557
ch_70,user_524
ch_70,user_559
ch_70,user_551
ch_71,user_525
ch_71,user_526
ch_71,user_540
ch_71,user_522
ch_71,user_547
ch_71,user_527
ch_71,user_557
ch_71,user_542
ch_71,user_546
ch_71,user_555
ch_71,user_543
ch_71,user_538
ch_71,user_529
ch_71,user_554
ch_71,user_520
ch_71,user_524
ch_72,user_557
ch_72,user_530
ch_72,user_524
ch_72,user_550
ch_72,user_539
ch_72,user_546
ch_72,user_540
ch_72,user_535
ch_72,user_521
ch_72,user_533
ch_72,user_556
ch_72,user_548
ch_72,user_549
ch_72,user_555
ch_72,user_559
ch_72,user_527
ch_72,user_522
ch_72,user_542
ch_73,user_70
ch_73,user_694
ch_73,user_5399
ch_73,user_1455
ch_73,user_4762
ch_73,user_1371
ch_73,user_2968
ch_73,user_5021
ch_74,user_518
ch_74,user_527
ch_74,user_543
ch_74,user_521
ch_74,user_526
ch_74,user_558
ch_74,user_559
ch_74,user_552
ch_74,user_524
ch_74,user_519
ch_74,user_542
ch_74,user_540
ch_75,user_552
ch_75,user_523
ch_75,user_539
ch_75,user_535
ch_75,user_553
ch_75,user_543
ch_75,user_522
ch_75,user_521
ch_75,user_531
ch_75,user_533
ch_75,user_529
ch_75,user_557
ch_75,user_524
ch_75,user_537
ch_75,user_549
ch_75,user_546
ch_75,user_544
ch_75,user_536
ch_75,user_556
ch_76,user_600
ch_76,user_571
ch_76,user_563
ch_76,user_602
ch_76,user_570
ch_76,user_601
ch_76,user_566
ch_76,user_584
ch_76,user_597
ch_76,user_562
ch_76,user_576
ch_76,user_604
ch_76,user_606
ch_76,user_567
ch_76,user_609
ch_76,user_573
ch_76,user_578
ch_76,user_595
ch_76,user_575
ch_76,user_564
ch_77,user_5164
ch_77,user_1756
ch_77,user_2395
ch_77,user_1993
ch_77,user_498
ch_77,user_4626
ch_77,user_5336
ch_77,user_5641
ch_77,user_96
ch_77,user_5825
ch_77,user_2918
ch_77,user_3160
ch_77,user_3911
ch_77,user_5698
ch_77,user_826
ch_77,user_2547
ch_77,user_2779
ch_77,user_660
ch_77,user_2436
ch_78,user_567
ch_78,user_587
ch_78,user_602
ch_78,user_594
ch_78,user_568
ch_78,user_604
ch_79,user_588
ch_79,user_580
ch_79,user_589
ch_79,user_584
ch_79,user_585
ch_79,user_603
ch_79,user_593
ch_79,user_591
ch_79,user_607
ch_79,user_579
ch_79,user_571
ch_80,user_602
ch_80,user_585
ch_80,user_578
ch_80,user_594
ch_80,user_588
ch_80,user_572
ch_80,user_581
ch_81,user_579
ch_81,user_587
ch_81,user_583
ch_81,user_592
ch_81,user_607
ch_81,user_580
ch_81,user_590
ch_81,user_602
ch_81,user_606
ch_81,user_581
ch_81,user_595
ch_81,user_605
ch_81,user_594
ch_81,user_599
ch_81,user_585
ch_81,user_584
ch_82,user_577
ch_82,user_598
ch_82,user_602
ch_82,user_561
ch_82,user_595
ch_82,user_574
ch_82,user_607
ch_82,user_601
ch_82,user_599
ch_82,user_592
ch_82,user_604
ch_83,user_579
ch_83,user_583
ch_83,user_565
ch_83,user_563
ch_83,user_580
ch_83,user_596
ch_83,user_604
ch_83,user_564
ch_84,user_579
ch_84,user_561
ch_84,user_601
ch_84,user_588
ch_84,user_577
ch_84,user_594
ch_84,user_603
ch_84,user_598
ch_84,user_565
ch_85,user_589
ch_85,user_605
ch_85,user_561
ch_85,user_592
ch_85,user_608
ch_85,user_572
ch_85,user_602
ch_85,user_596
ch_85,user_597
ch_85,user_588
ch_85,user_580
ch_85,user_573
ch_85,user_584
ch_85,user_568
ch_85,user_567
ch_86,user_583
ch_86,user_568
ch_86,user_579
ch_86,user_573
ch_86,user_563
ch_87,user_676
ch_87,user_675
ch_87,user_641
ch_87,user_620
ch_87,user_639
ch_87,user_658
ch_87,user_619
ch_87,user_686
ch_88,user_671
ch_88,user_693
ch_88,user_673
ch_88,user_642
ch_88,user_636
ch_88,user_689
ch_88,user_638
ch_88,user_697
ch_88,user_617
ch_88,user_627
ch_88,user_635
ch_88,user_694
ch_88,user_677
ch_88,user_653
ch_88,user_639
ch_89,user_666
ch_89,user_669
ch_89,user_634
ch_89,user_613
ch_89,user_687
ch_89,user_685
ch_89,user_648
ch_89,user_689
ch_89,user_692
ch_90,user_666
ch_90,user_661
ch_90,user_663
ch_90,user_664
ch_90,user_650
ch_90,user_623
ch_90,user_640
ch_90,user_691
ch_90,user_671
ch_90,user_651
ch_90,user_696
ch_90,user_686
ch_90,user_622
ch_90,user_674
ch_90,user_642
ch_90,user_615
ch_90,user_657
ch_90,user_678
ch_90,user_626
ch_90,user_621
ch_91,user_692
ch_91,user_685
ch_91,user_617
ch_91,user_626
ch_91,user_660
ch_92,user_617
ch_92,user_656
ch_92,user_688
ch_92,user_636
ch_92,user_697
ch_92,user_680
ch_92,user_621
ch_92,user_692
ch_92,user_660
ch_92,user_661
ch_92,user_672
ch_93,user_4856
ch_93,user_5029
ch_93,user_3856
ch_93,user_833
ch_93,user_4273
ch_93,user_2495
ch_93,user_6229
ch_94,user_619
ch_94,user_696
ch_94,user_611
ch_94,user_650
ch_94,user_636
ch_94,user_676
ch_94,user_694
ch_94,user_661
ch_94,user_665
ch_94,user_655
ch_94,user_640
ch_94,user_628
ch_94,user_624
ch_94,user_666
ch_94,user_685
ch_95,user_617
ch_95,user_657
ch_95,user_625
ch_95,user_634
ch_95,user_687
ch_95,user_664
ch_96,user_628
ch_96,user_653
ch_96,user_641
ch_96,user_658
ch_96,user_660
ch_96,user_615
ch_96,user_693
ch_96,user_696
ch_96,user_633
ch_96,user_682
ch_96,user_663
ch_96,user_692
ch_96,user_695
ch_96,user_671
ch_96,user_636
ch_96,user_647
ch_96,user_616
ch_96,user_664
ch_96,user_674
ch_97,user_640
ch_97,user_651
ch_97,user_648
ch_97,user_611
ch_97,user_618
ch_97,user_680
ch_97,user_615
ch_97,user_668
ch_97,user_690
ch_97,user_635
ch_97,user_666
ch_97,user_628
ch_97,user_630
ch_97,user_665
ch_98,user_613
ch_98,user_671
ch_98,user_619
ch_98,user_623
ch_98,user_616
ch_98,user_626
ch_98,user_680
ch_98,user_612
ch_98,user_636
ch_98,user_657
ch_98,user_638
ch_98,user_683
ch_98,user_675
ch_98,user_644
ch_98,user_611
ch_99,user_2952
ch_99,user_2162
ch_99,user_6340
ch_99,user_5867
ch_99,user_3873
ch_99,user_1260
ch_99,user_405
ch_99,user_5240
ch_99,user_1257
ch_99,user_1693
ch_99,user_115
ch_99,user_4137
ch_99,user_4610
ch_99,user_6378
ch_99,user_5349
ch_99,user_4346
ch_99,user_2615
ch_99,user_5235
ch_99,user_5581
ch_100,user_615
ch_100,user_648
ch_100,user_616
ch_100,user_696
ch_100,user_681
ch_100,user_677
ch_100,user_689
ch_100,user_675
ch_100,user_630
ch_100,user_647
ch_100,user_679
ch_101,user_648
ch_101,user_665
ch_101,user_687
ch_101,user_633
ch_101,user_685
ch_101,user_614
ch_101,user_669
ch_101,user_671
ch_101,user_659
ch_101,user_628
ch_101,user_615
ch_101,user_683
ch_101,user_645
ch_101,user_626
ch_101,user_632
ch_101,user_692
ch_101,user_658
ch_101,user_621
ch_101,user_646
ch_102,user_762
ch_102,user_721
ch_102,user_766
ch_102,user_749
ch_102,user_720
ch_102,user_712
ch_102,user_709
ch_102,user_707
ch_103,user_716
ch_103,user_703
ch_103,user_731
ch_103,user_755
ch_103,user_717
ch_103,user_785
ch_103,user_742
ch_103,user_762
ch_103,user_718
ch_103,user_708
ch_103,user_770
ch_104,user_739
ch_104,user_731
ch_104,user_777
ch_104,user_723
ch_104,user_732
ch_104,user_728
ch_104,user_733
ch_104,user_729
ch_104,user_746
ch_104,user_716
ch_105,user_787
ch_105,user_727
ch_105,user_753
ch_105,user_765
ch_105,user_736
ch_105,user_717
ch_105,user_714
ch_105,user_775
ch_105,user_718
ch_105,user_739
ch_105,user_774
ch_106,user_724
ch_106,user_706
ch_106,user_778
ch_106,user_729
ch_106,user_752
ch_106,user_759
ch_106,user_740
ch_106,user_755
ch_106,user_732
ch_106,user_728
ch_106,user_784
ch_106,user_717
ch_106,user_764
ch_106,user_773
ch_106,user_744
ch_106,user_711
ch_107,user_714
ch_107,user_710
ch_107,user_715
ch_107,user_756
ch_107,user_740
ch_107,user_738
ch_107,user_717
ch_107,user_742
ch_107,user_701
ch_107,user_754
ch_107,user_780
ch_107,user_712
ch_108,user_748
ch_108,user_708
ch_108,user_785
ch_108,user_704
ch_108,user_783
ch_108,user_700
ch_108,user_773
ch_108,user_736
ch_108,user_703
ch_108,user_713
ch_108,user_733
ch_108,user_750
ch_108,user_749
ch_108,user_770
ch_108,user_705
ch_108,user_782
ch_108,user_742
ch_109,user_754
ch_109,user_747
ch_109,user_764
ch_109,user_715
ch_109,user_779
ch_109,user_744
ch_109,user_787
ch_109,user_737
ch_109,user_761
ch_109,user_776
ch_109,user_705
ch_109,user_743
ch_109,user_734
ch_109,user_766
ch_109,user_774
ch_109,user_728
ch_109,user_719
ch_109,user_770
ch_109,user_701
ch_109,user_711
ch_110,user_743
ch_110,user_772
ch_110,user_705
ch_110,user_718
ch_110,user_747
ch_111,user_775
ch_111,user_763
ch_111,user_740
ch_111,user_707
ch_111,user_722
ch_111,user_751
ch_111,user_754
ch_111,user_705
ch_112,user_792
ch_112,user_822
ch_112,user_813
ch_112,user_815
ch_112,user_811
ch_112,user_800
ch_112,user_819
ch_112,user_814
ch_112,user_812
ch_112,user_804
ch_112,user_789
ch_112,user_824
ch_112,user_820
ch_112,user_817
ch_112,user_823
ch_112,user_818
ch_112,user_828
ch_112,user_799
ch_112,user_834
ch_112,user_827
ch_113,user_800
ch_113,user_818
ch_113,user_820
ch_113,user_825
ch_113,user_828
ch_114,user_827
ch_114,user_836
ch_114,user_822
ch_114,user_833
ch_114,user_811
ch_114,user_806
ch_114,user_828
ch_114,user_796
ch_114,user_799
ch_114,user_829
ch_114,user_810
ch_114,user_801
ch_115,user_815
ch_115,user_799
ch_115,user_803
ch_115,user_814
ch_115,user_828
ch_115,user_832
ch_115,user_796
ch_115,user_794
ch_116,user_3321
ch_116,user_1994
ch_116,user_4617
ch_116,user_631
ch_116,user_1542
ch_116,user_6140
ch_117,user_792
ch_117,user_788
ch_117,user_819
ch_117,user_809
ch_117,user_833
ch_117,user_815
ch_117,user_827
ch_117,user_829
ch_117,user_834
ch_117,user_821
ch_117,user_835
ch_118,user_791
ch_118,user_795
ch_118,user_814
ch_118,user_824
ch_118,user_809
ch_118,user_790
ch_119,user_795
ch_119,user_822
ch_119,user_829
ch_119,user_813
ch_119,user_789
ch_119,user_824
ch_119,user_810
ch_120,user_925
ch_120,user_846
ch_120,user_950
ch_120,user_839
ch_120,user_862
ch_120,user_868
ch_120,user_901
ch_120,user_851
ch_120,user_837
ch_120,user_852
ch_120,user_905
ch_121,user_874
ch_121,user_877
ch_121,user_906
ch_121,user_847
ch_121,user_934
ch_121,user_856
ch_121,user_924
ch_121,user_936
ch_121,user_882
ch_121,user_929
ch_121,user_860
ch_121,user_923
ch_121,user_943
ch_122,user_892
ch_122,user_928
ch_122,user_844
ch_122,user_850
ch_122,user_848
ch_122,user_905
ch_122,user_926
ch_122,user_943
ch_122,user_856
ch_122,user_901
ch_122,user_846
ch_122,user_857
ch_122,user_908
ch_122,user_871
ch_122,user_915
ch_122,user_884
ch_123,user_912
ch_123,user_911
ch_123,user_893
ch_123,user_895
ch_123,user_899
ch_123,user_924
ch_124,user_862
ch_124,user_857
ch_124,user_882
ch_124,user_902
ch_124,user_901
ch_124,user_944
ch_124,user_848
ch_124,user_915
ch_124,user_892
ch_124,user_856
ch_124,user_894
ch_124,user_853
ch_124,user_838
ch_124,user_911
ch_124,user_908
ch_124,user_897
ch_124,user_845
ch_125,user_871
ch_125,user_900
ch_125,user_865
ch_125,user_921
ch_125,user_914
ch_125,user_843
ch_125,user_876
ch_125,user_857
ch_125,user_910
ch_126,user_1645
ch_126,user_1057
ch_126,user_3577
ch_126,user_2343
ch_126,user_4221
ch_127,user_855
ch_127,user_932
ch_127,user_881
ch_127,user_919
ch_127,user_931
ch_127,user_842
ch_127,user_886
ch_127,user_840
ch_127,user_837
ch_127,user_878
ch_127,user_892
ch_127,user_862
ch_127,user_933
ch_127,user_858
ch_128,user_903
ch_128,user_905
ch_128,user_900
ch_128,user_918
